id;name;longitude;latitude;type;subtype
351;323 CALLAO AV.;-58,3921162;-34,6053942;Parada Colectivo;
352;1471 REGIMIENTO DE PATRICIOS AV.;-58,3688177;-34,6435163;Parada Colectivo;
353;1487 REGIMIENTO DE PATRICIOS AV.;-58,3687967;-34,6436638;Parada Colectivo;
354;339 CALLAO AV.;-58,3921326;-34,6051805;Parada Colectivo;
355;353 CALLAO AV.;-58,3921513;-34,6049376;Parada Colectivo;
356;377 CALLAO AV.;-58,3921708;-34,6046837;Parada Colectivo;
357;445 CALLAO AV.;-58,3922218;-34,6040758;Parada Colectivo;
358;1569 REGIMIENTO DE PATRICIOS AV.;-58,3686912;-34,6443683;Parada Colectivo;
359;473 CALLAO AV.;-58,392256;-34,6036411;Parada Colectivo;
360;1747 REGIMIENTO DE PATRICIOS AV.;-58,368446;-34,6460503;Parada Colectivo;
361;1825 REGIMIENTO DE PATRICIOS AV.;-58,3683417;-34,6467662;Parada Colectivo;
362;1845 REGIMIENTO DE PATRICIOS AV.;-58,3682974;-34,6470634;Parada Colectivo;
363;1857 REGIMIENTO DE PATRICIOS AV.;-58,3682902;-34,6471116;Parada Colectivo;
364;717 CALLAO AV.;-58,3927025;-34,6005557;Parada Colectivo;
365;745 CALLAO AV.;-58,392732;-34,6003471;Parada Colectivo;
366;769 CALLAO AV.;-58,3927496;-34,6002225;Parada Colectivo;
367;777 CALLAO AV.;-58,3927794;-34,6000115;Parada Colectivo;
368;1880 REGIMIENTO DE PATRICIOS AV.;-58,3680575;-34,6476058;Parada Colectivo;
369;1749 CORDOBA AV.;-58,3921475;-34,5995123;Parada Colectivo;
370;1560 REGIMIENTO DE PATRICIOS AV.;-58,3685247;-34,6444316;Parada Colectivo;
371;1516 REGIMIENTO DE PATRICIOS AV.;-58,3685811;-34,6440705;Parada Colectivo;
372;1510 REGIMIENTO DE PATRICIOS AV.;-58,3685911;-34,6440004;Parada Colectivo;
373;1565 CORDOBA AVE;-58,3891283;-34,5993257;Parada Colectivo;
374;1521 CORDOBA AV.;-58,3885385;-34,5992928;Parada Colectivo;
375;1170 REGIMIENTO DE PATRICIOS AV.;-58,3690724;-34,6407619;Parada Colectivo;
376;1168 REGIMIENTO DE PATRICIOS AV.;-58,369078;-34,640742;Parada Colectivo;
377;1130 REGIMIENTO DE PATRICIOS AV.;-58,369121;-34,6404457;Parada Colectivo;
378;1110 REGIMIENTO DE PATRICIOS AV.;-58,3691473;-34,6402749;Parada Colectivo;
379;1419 CORDOBA AV.;-58,387335;-34,599232;Parada Colectivo;
380;1195 BRANDSEN;-58,3695499;-34,6373154;Parada Colectivo;
381;716 REGIMIENTO DE PATRICIOS AV.;-58,369694;-34,6367324;Parada Colectivo;
382;696 REGIMIENTO DE PATRICIOS AV.;-58,3697558;-34,6363464;Parada Colectivo;
383;660 REGIMIENTO DE PATRICIOS AV.;-58,3697868;-34,6361463;Parada Colectivo;
384;620 REGIMIENTO DE PATRICIOS AV.;-58,3698437;-34,6357791;Parada Colectivo;
385;362 REGIMIENTO DE PATRICIOS AV.;-58,3702192;-34,6332533;Parada Colectivo;
386;376 REGIMIENTO DE PATRICIOS AV.;-58,3702377;-34,6331008;Parada Colectivo;
387;322 REGIMIENTO DE PATRICIOS AV.;-58,3702563;-34,6329536;Parada Colectivo;
388;314 REGIMIENTO DE PATRICIOS AV.;-58,3702581;-34,6329363;Parada Colectivo;
389;72 REGIMIENTO DE PATRICIOS AV.;-58,3705018;-34,6303429;Parada Colectivo;
390;52 REGIMIENTO DE PATRICIOS AV.;-58,3705232;-34,6300972;Parada Colectivo;
391;38 REGIMIENTO DE PATRICIOS AV.;-58,3705361;-34,629949;Parada Colectivo;
392;1997 SANTIAGO DEL ESTERO;-58,3841698;-34,630814;Parada Colectivo;
393;1897 SANTIAGO DEL ESTERO;-58,3842547;-34,6297431;Parada Colectivo;
394;1699 SANTIAGO DEL ESTERO;-58,3843888;-34,6280066;Parada Colectivo;
395;1591 SANTIAGO DEL ESTERO;-58,3844005;-34,626803;Parada Colectivo;
396;1185 SANTIAGO DEL ESTERO;-58,3844242;-34,6219832;Parada Colectivo;
397;1177 SANTIAGO DEL ESTERO;-58,3844203;-34,6218892;Parada Colectivo;
398;1249 CORDOBA AV.;-58,3847317;-34,5991089;Parada Colectivo;
399;1239 CORDOBA AV.;-58,3846233;-34,5991038;Parada Colectivo;
400;1171 CORDOBA AV.;-58,3837359;-34,5990626;Parada Colectivo;
401;781 SANTIAGO DEL ESTERO;-58,3843688;-34,6176061;Parada Colectivo;
402;1147 CORDOBA AV.;-58,3832169;-34,5990385;Parada Colectivo;
403;5000 CABILDO AV.;-58,4760074;-34,5391323;Parada Colectivo;
404;5070 CABILDO AV.;-58,4760952;-34,5389417;Parada Colectivo;
405;975 CORDOBA AV.;-58,3807914;-34,5989289;Parada Colectivo;
406;5000 CABILDO AVE;-58,4758293;-34,5390321;Parada Colectivo;
407;953 CORDOBA AV.;-58,380554;-34,5989198;Parada Colectivo;
408;377 SANTIAGO DEL ESTERO;-58,3847184;-34,6130914;Parada Colectivo;
409;937 CORDOBA AV.;-58,3803951;-34,5989137;Parada Colectivo;
410;923 CORDOBA AV.;-58,3800055;-34,5988988;Parada Colectivo;
411;SANTIAGO DEL ESTERO 345;-58,3847569;-34,6126928;Parada Colectivo;
412;4994 CABILDO AV.;-58,4753583;-34,5397638;Parada Colectivo;
413;883 CORDOBA AV.;-58,3795494;-34,5988796;Parada Colectivo;
414;827 CORDOBA AV.;-58,3787266;-34,5988444;Parada Colectivo;
415;177 SANTIAGO DEL ESTERO;-58,3848583;-34,6108276;Parada Colectivo;
416;729 CORDOBA AV.;-58,377383;-34,5987619;Parada Colectivo;
417;657 CORDOBA AV.;-58,3761272;-34,5986727;Parada Colectivo;
418;637 CORDOBA AV.;-58,3758765;-34,5986551;Parada Colectivo;
419;4995 CABILDO AV.;-58,4752184;-34,5396533;Parada Colectivo;
420;545 CORDOBA AV.;-58,3749277;-34,5986154;Parada Colectivo;
421;4995 CABILDO AV.;-58,4753779;-34,5394398;Parada Colectivo;
422;547 CORDOBA AV.;-58,3750693;-34,5986253;Parada Colectivo;
423;4999 CABILDO AVE;-58,4756879;-34,5389588;Parada Colectivo;
424;461 CORDOBA AVE;-58,3736505;-34,5985002;Parada Colectivo;
425;5000 CABILDO AVE;-58,47584;-34,5387075;Parada Colectivo;
426;461 CORDOBA AVE;-58,3735169;-34,5984901;Parada Colectivo;
427;433 CORDOBA AV.;-58,3733707;-34,5984753;Parada Colectivo;
428;421 CORDOBA AV.;-58,3730987;-34,5984547;Parada Colectivo;
429;326 SALTA;-58,3832571;-34,6123174;Parada Colectivo;
430;4760 CABILDO AV.;-58,474261;-34,5410238;Parada Colectivo;
431;4660 CABILDO AV.;-58,4736736;-34,5417732;Parada Colectivo;
432;544 SALTA;-58,3830397;-34,6148069;Parada Colectivo;
433;728 SALTA;-58,3829976;-34,6170904;Parada Colectivo;
434;930 SALTA;-58,382929;-34,6189322;Parada Colectivo;
435;4360 CABILDO AV.;-58,4719393;-34,5441514;Parada Colectivo;
436;610 VIAMONTE;-58,3755665;-34,5999174;Parada Colectivo;
437;410 VIAMONTE;-58,3730289;-34,5997515;Parada Colectivo;
438;910 VIAMONTE;-58,3798005;-34,6001768;Parada Colectivo;
439;920 VIAMONTE;-58,37993;-34,6001799;Parada Colectivo;
440;1110 SALTA;-58,382925;-34,6211559;Parada Colectivo;
441;4189 CABILDO AV.;-58,4707748;-34,545462;Parada Colectivo;
442;1340 SALTA;-58,3828959;-34,6240683;Parada Colectivo;
443;1356 SALTA;-58,3828906;-34,6242048;Parada Colectivo;
444;1392 SALTA;-58,3828782;-34,6245289;Parada Colectivo;
445;3850 CABILDO AV.;-58,4692464;-34,5478402;Parada Colectivo;
446;1636 SALTA;-58,3827831;-34,6273959;Parada Colectivo;
447;3723 CABILDO AV.;-58,4681995;-34,5487015;Parada Colectivo;
448;1720 SALTA;-58,3827393;-34,6281632;Parada Colectivo;
449;1748 SALTA;-58,3827394;-34,6283115;Parada Colectivo;
450;1756 SALTA;-58,3827066;-34,6285146;Parada Colectivo;
451;1772 SALTA;-58,3826971;-34,6288294;Parada Colectivo;
452;3554 CABILDO AV.;-58,4671615;-34,5504579;Parada Colectivo;
453;3514 CABILDO AV.;-58,46694;-34,55073;Parada Colectivo;
454;2032 SALTA;-58,382602;-34,631053;Parada Colectivo;
455;3470 CABILDO AV.;-58,4666036;-34,55115;Parada Colectivo;
456;3432 CABILDO AV.;-58,4663039;-34,55153;Parada Colectivo;
457;3070 CABILDO AV.;-58,4643811;-34,55387;Parada Colectivo;
458;3030 CABILDO AV.;-58,463957;-34,55429;Parada Colectivo;
459;987 TUCUMAN;-58,3807415;-34,6012592;Parada Colectivo;
460;2978 CABILDO AV.;-58,4633255;-34,55493;Parada Colectivo;
461;929 TUCUMAN;-58,38003;-34,6012699;Parada Colectivo;
462;2940 CABILDO AV.;-58,4629759;-34,55527;Parada Colectivo;
463;2995 CABILDO AV.;-58,4631187;-34,55467;Parada Colectivo;
464;410 CORRIENTES AVE;-58,372574;-34,6032384;Parada Colectivo;
465;420 CORRIENTES AVE;-58,3727072;-34,6032465;Parada Colectivo;
466;564 CORRIENTES AV.;-58,3745841;-34,6033592;Parada Colectivo;
467;602 CORRIENTES AV.;-58,3754239;-34,60341;Parada Colectivo;
468;640 CORRIENTES AV.;-58,3758205;-34,6034343;Parada Colectivo;
469;654 CORRIENTES AV.;-58,3760364;-34,6034476;Parada Colectivo;
470;834 CORRIENTES AV.;-58,3785963;-34,6036074;Parada Colectivo;
471;924 CORRIENTES AVE;-58,3798148;-34,6036812;Parada Colectivo;
472;930 CORRIENTES AVE;-58,3799014;-34,6036865;Parada Colectivo;
473;938 CORRIENTES AV.;-58,3799915;-34,6036891;Parada Colectivo;
474;1160 CORRIENTES AV.;-58,3828745;-34,6038606;Parada Colectivo;
475;1160 CORRIENTES AV.;-58,3834113;-34,6038921;Parada Colectivo;
476;1220 CORRIENTES AV.;-58,3840166;-34,603928;Parada Colectivo;
477;1250 CORRIENTES AV.;-58,3843422;-34,6039471;Parada Colectivo;
478;1302 CORRIENTES AV.;-58,3852351;-34,6039983;Parada Colectivo;
479;1430 CORRIENTES AV.;-58,3870651;-34,6041156;Parada Colectivo;
480;1444 CORRIENTES AV.;-58,387185;-34,6041251;Parada Colectivo;
481;1514 CORRIENTES AV.;-58,3881532;-34,6042041;Parada Colectivo;
482;1767 SARMIENTO;-58,3918803;-34,6055836;Parada Colectivo;
483;1481 SARMIENTO;-58,3875462;-34,6053068;Parada Colectivo;
484;1183 SARMIENTO;-58,3833973;-34,6050565;Parada Colectivo;
485;1169 SARMIENTO;-58,3831425;-34,6050419;Parada Colectivo;
486;3095 GARAY, JUAN DE AV.;-58,4082355;-34,6294125;Parada Colectivo;
487;151 ZAVALETA;-58,4034523;-34,6385868;Parada Colectivo;
488;159 ZAVALETA;-58,4034258;-34,6387048;Parada Colectivo;
489;389 ZAVALETA;-58,4028156;-34,6414185;Parada Colectivo;
490;393 ZAVALETA;-58,4028084;-34,6414506;Parada Colectivo;
491;491 ZAVALETA;-58,402464;-34,642973;Parada Colectivo;
492;651 ZAVALETA;-58,4020799;-34,6446836;Parada Colectivo;
493;808 MONTEAGUDO;-58,4037148;-34,6465677;Parada Colectivo;
494;516 IGUAZU;-58,4056843;-34,6438407;Parada Colectivo;
495;3410 GRITO DE ASENCIO;-58,4095317;-34,647412;Parada Colectivo;
496;2178 ENTRE RIOS AV.;-58,3902963;-34,6337489;Parada Colectivo;
497;1018 PAZ, GRAL. AV.;-58,4744859;-34,538984;Parada Colectivo;
498;3595 FAMATINA;-58,4123622;-34,6466161;Parada Colectivo;
499;2168 ENTRE RIOS AV.;-58,3903148;-34,6335941;Parada Colectivo;
500;2000 ENTRE RIOS AV.;-58,3905261;-34,6318022;Parada Colectivo;
501;689 PEPIRI;-58,4096076;-34,6458587;Parada Colectivo;
502;686 PAZ, GRAL. AV.;-58,4707895;-34,5373465;Parada Colectivo;
503;3369 FAMATINA;-58,4090316;-34,6460581;Parada Colectivo;
504;1830 ENTRE RIOS AV.;-58,3907695;-34,6297733;Parada Colectivo;
505;693 ATUEL;-58,406832;-34,6456161;Parada Colectivo;
506;497 ATUEL;-58,4072249;-34,6436322;Parada Colectivo;
507;1664 ENTRE RIOS AV.;-58,390985;-34,6279489;Parada Colectivo;
508;1628 ENTRE RIOS AV.;-58,3910194;-34,6276485;Parada Colectivo;
509;8651 DEL LIBERTADOR AV.;-58,46633;-34,53648;Parada Colectivo;
510;3083 CHUTRO, PEDRO, PROF., DR.;-58,4057742;-34,6421978;Parada Colectivo;
511;1428 ENTRE RIOS AV.;-58,3912089;-34,6254697;Parada Colectivo;
512;1410 ENTRE RIOS AV.;-58,3912152;-34,6253891;Parada Colectivo;
513;441 PEPIRI;-58,4094981;-34,6432478;Parada Colectivo;
514;1334 ENTRE RIOS AV.;-58,3912973;-34,624433;Parada Colectivo;
515;8550 DEL LIBERTADOR AV.;-58,46627;-34,53704;Parada Colectivo;
516;1260 ENTRE RIOS AV.;-58,391347;-34,6236757;Parada Colectivo;
517;1250 ENTRE RIOS AV.;-58,391358;-34,623396;Parada Colectivo;
518;8345 DEL LIBERTADOR AV.;-58,46486;-34,53882;Parada Colectivo;
519;1226 ENTRE RIOS AV.;-58,3913725;-34,6230722;Parada Colectivo;
520;397 PEPIRI;-58,4093229;-34,6425557;Parada Colectivo;
521;1160 ENTRE RIOS AV.;-58,3914222;-34,622178;Parada Colectivo;
522;215 PEPIRI;-58,4089934;-34,6405686;Parada Colectivo;
523;1048 ENTRE RIOS AV.;-58,3914946;-34,6208766;Parada Colectivo;
524;1024 ENTRE RIOS AVE;-58,391511;-34,620601;Parada Colectivo;
525;8210 DEL LIBERTADOR AV.;-58,464646;-34,539504;Parada Colectivo;
526;1002 ENTRE RIOS AVE;-58,391522;-34,6203191;Parada Colectivo;
527;962 ENTRE RIOS AV.;-58,3915441;-34,6197686;Parada Colectivo;
528;940 ENTRE RIOS AV.;-58,3915528;-34,6195442;Parada Colectivo;
529;920 ENTRE RIOS AV.;-58,3915618;-34,6193132;Parada Colectivo;
530;3243 CASEROS AV.;-58,4101205;-34,6378222;Parada Colectivo;
531;7811 DEL LIBERTADOR AV.;-58,46209;-34,5425;Parada Colectivo;
532;852 ENTRE RIOS AV.;-58,3915829;-34,618715;Parada Colectivo;
533;3277 CASEROS AV.;-58,4106983;-34,6379236;Parada Colectivo;
534;820 ENTRE RIOS AV.;-58,3915912;-34,6184586;Parada Colectivo;
535;3285 CASEROS AV.;-58,4109962;-34,6379722;Parada Colectivo;
536;3284 CASEROS AV.;-58,4107331;-34,6380611;Parada Colectivo;
537;752 ENTRE RIOS AV.;-58,391593;-34,6177376;Parada Colectivo;
538;3274 CASEROS AV.;-58,4109088;-34,6381174;Parada Colectivo;
539;744 ENTRE RIOS AV.;-58,3915875;-34,6174133;Parada Colectivo;
540;678 ENTRE RIOS AV.;-58,3915717;-34,6165513;Parada Colectivo;
541;662 ENTRE RIOS AV.;-58,3915676;-34,6163127;Parada Colectivo;
542;22 ALMAFUERTE AV.;-58,4113287;-34,6385827;Parada Colectivo;
543;24 ALMAFUERTE AV.;-58,4113904;-34,638582;Parada Colectivo;
544;640 ENTRE RIOS AV.;-58,3915636;-34,6160745;Parada Colectivo;
545;578 ENTRE RIOS AV.;-58,3915621;-34,6155585;Parada Colectivo;
546;542 ENTRE RIOS AV.;-58,3915673;-34,6153189;Parada Colectivo;
547;7550 DEL LIBERTADOR AV.;-58,46009;-34,54469;Parada Colectivo;
548;3351 USPALLATA;-58,41121265;-34,63960662;Parada Colectivo;
549;516 ENTRE RIOS AV.;-58,3915751;-34,6150415;Parada Colectivo;
550;3330 USPALLATA;-58,4103511;-34,6402155;Parada Colectivo;
551;478 ENTRE RIOS AV.;-58,3915907;-34,6146009;Parada Colectivo;
552;7415 DEL LIBERTADOR AV.;-58,45907;-34,54517;Parada Colectivo;
553;3354 USPALLATA;-58,4102588;-34,6401851;Parada Colectivo;
554;418 ENTRE RIOS AV.;-58,3916065;-34,6140353;Parada Colectivo;
555;346 ENTRE RIOS AV.;-58,3916394;-34,6131777;Parada Colectivo;
556;322 ENTRE RIOS AV.;-58,3916477;-34,6129634;Parada Colectivo;
557;276 ENTRE RIOS AV.;-58,391673;-34,6122977;Parada Colectivo;
558;230 ENTRE RIOS AV.;-58,3916835;-34,6118674;Parada Colectivo;
559;406 ALMAFUERTE AVE;-58,4130914;-34,6429123;Parada Colectivo;
560;408 ALMAFUERTE AVE;-58,4131482;-34,6430405;Parada Colectivo;
561;80 ENTRE RIOS AV.;-58,3917929;-34,610148;Parada Colectivo;
562;410 ALMAFUERTE AV.;-58,4130718;-34,6428644;Parada Colectivo;
563;70 ENTRE RIOS AV.;-58,3917998;-34,610054;Parada Colectivo;
564;412 ALMAFUERTE AV.;-58,4130742;-34,64287;Parada Colectivo;
565;40 ENTRE RIOS AV.;-58,3917675;-34,609958;Parada Colectivo;
566;61 SOLIS;-58,3914999;-34,6099645;Parada Colectivo;
567;175 SOLIS;-58,3904281;-34,6110911;Parada Colectivo;
568;3475 CHUTRO, PEDRO, PROF., DR.;-58,4127792;-34,6426061;Parada Colectivo;
569;7050 DEL LIBERTADOR AV.;-58,45621;-34,54779;Parada Colectivo;
570;583 GARCIA, MARTIN AV.;-58,3724949;-34,6312495;Parada Colectivo;
571;422 GARCIA, MARTIN AV.;-58,3710254;-34,6299848;Parada Colectivo;
572;420 GARCIA, MARTIN AV.;-58,3710124;-34,6299718;Parada Colectivo;
573;410 GARCIA, MARTIN AV.;-58,3709469;-34,6299064;Parada Colectivo;
574;471 CASEROS AV.;-58,3720815;-34,6266228;Parada Colectivo;
575;493 CASEROS AV.;-58,37241;-34,6266417;Parada Colectivo;
576;751 CASEROS AV.;-58,3750302;-34,6269339;Parada Colectivo;
577;795 CASEROS AV.;-58,3754837;-34,6271589;Parada Colectivo;
578;975 CASEROS AV.;-58,3774706;-34,6282338;Parada Colectivo;
579;983 CASEROS AV.;-58,377693;-34,6283552;Parada Colectivo;
580;902 CASEROS AV.;-58,3767393;-34,6280339;Parada Colectivo;
581;856 CASEROS AV.;-58,3762632;-34,6277737;Parada Colectivo;
582;824 CASEROS AV.;-58,3758805;-34,6275649;Parada Colectivo;
583;528 CASEROS AV.;-58,3729419;-34,6268362;Parada Colectivo;
584;514 CASEROS AV.;-58,3728442;-34,6268355;Parada Colectivo;
585;1755 BOLIVAR;-58,3722439;-34,6287608;Parada Colectivo;
586;1765 BOLIVAR;-58,372175;-34,6290173;Parada Colectivo;
587;1769 BOLIVAR;-58,3722071;-34,6289402;Parada Colectivo;
588;363 SOLIS;-58,3904122;-34,6132717;Parada Colectivo;
589;375 SOLIS;-58,3904126;-34,6133653;Parada Colectivo;
590;216 MONTEAGUDO;-58,4050335;-34,6398831;Parada Colectivo;
591;1350 UDAONDO, GUILLERMO AV.;-58,4532067;-34,5478757;Parada Colectivo;
592;579 SOLIS;-58,3904296;-34,6154081;Parada Colectivo;
593;208 MONTEAGUDO;-58,4050644;-34,6397358;Parada Colectivo;
594;599 SOLIS;-58,3904346;-34,6155267;Parada Colectivo;
595;3050 USPALLATA;-58,4058449;-34,6399206;Parada Colectivo;
596;1151 UDAONDO, GUILLERMO AV.;-58,4514957;-34,545309;Parada Colectivo;
597;777 SOLIS;-58,3903819;-34,6177176;Parada Colectivo;
598;793 SOLIS;-58,3903777;-34,6179348;Parada Colectivo;
599;1351 UDAONDO, GUILLERMO AV.;-58,453382;-34,5477045;Parada Colectivo;
600;1806 PIEDRAS;-58,3734949;-34,6297425;Parada Colectivo;
601;3010 CASEROS AV.;-58,4060108;-34,6372733;Parada Colectivo;
602;3018 CASEROS AVE;-58,4062883;-34,6373214;Parada Colectivo;
603;3026 CASEROS AVE;-58,4065658;-34,6373696;Parada Colectivo;
604;979 SOLIS;-58,3902685;-34,6199308;Parada Colectivo;
605;989 SOLIS;-58,3902607;-34,6200211;Parada Colectivo;
606;3087 CASEROS AV.;-58,4071746;-34,6373119;Parada Colectivo;
607;1127 SOLIS;-58,3900413;-34,6217755;Parada Colectivo;
608;1161 SOLIS;-58,3899672;-34,6223664;Parada Colectivo;
609;1375 SOLIS;-58,3897315;-34,6247274;Parada Colectivo;
610;1389 SOLIS;-58,3897166;-34,6248853;Parada Colectivo;
611;1525 SOLIS;-58,3895465;-34,6266365;Parada Colectivo;
612;1785 FILIBERTO;-58,3907344;-34,6269312;Parada Colectivo;
613;1089 HERRERA;-58,3772264;-34,6402713;Parada Colectivo;
614;1095 HERRERA;-58,3772288;-34,6402587;Parada Colectivo;
615;1451 HERRERA;-58,376229;-34,6439274;Parada Colectivo;
616;1401 HERRERA;-58,3760808;-34,6442081;Parada Colectivo;
617;2232 PEDRAZA, MANUELA;-58,4645383;-34,5504028;Parada Colectivo;
618;1737 HERRERA;-58,3755905;-34,6463925;Parada Colectivo;
619;1787 HERRERA;-58,37544;-34,64692;Parada Colectivo;
620;1793 HERRERA;-58,3754327;-34,6469987;Parada Colectivo;
621;1899 HERRERA;-58,3750422;-34,6483134;Parada Colectivo;
622;1780 MONTES DE OCA, MANUEL AV.;-58,3727522;-34,6477881;Parada Colectivo;
623;1762 MONTES DE OCA, MANUEL AV.;-58,3727774;-34,6476455;Parada Colectivo;
624;1740 MONTES DE OCA, MANUEL AV.;-58,3728723;-34,6471487;Parada Colectivo;
625;1728 MONTES DE OCA, MANUEL AV.;-58,3728949;-34,6470203;Parada Colectivo;
626;1654 MONTES DE OCA, MANUEL AV.;-58,3730622;-34,6460747;Parada Colectivo;
627;1791 LARRALDE, CRISOLOGO AV.;-58,462278;-34,5459353;Parada Colectivo;
628;1575 LARRALDE, CRISOLOGO AV.;-58,4603493;-34,5449638;Parada Colectivo;
629;1350 MONTES DE OCA, MANUEL AV.;-58,3735938;-34,6433028;Parada Colectivo;
630;1316 MONTES DE OCA, MANUEL AV.;-58,3736006;-34,6432662;Parada Colectivo;
631;1290 MONTES DE OCA, MANUEL AV.;-58,3736587;-34,6429517;Parada Colectivo;
632;1226 MONTES DE OCA, MANUEL AV.;-58,373819;-34,642152;Parada Colectivo;
633;930 MONTES DE OCA, MANUEL AV.;-58,374436;-34,6389119;Parada Colectivo;
634;868 MONTES DE OCA, MANUEL AV.;-58,3745625;-34,6382126;Parada Colectivo;
635;854 MONTES DE OCA, MANUEL AV.;-58,3746041;-34,6379747;Parada Colectivo;
636;606 MONTES DE OCA, MANUEL AV.;-58,3750991;-34,635425;Parada Colectivo;
637;1691 RAMALLO;-58,4657602;-34,5394738;Parada Colectivo;
638;454 MONTES DE OCA, MANUEL AV.;-58,3755361;-34,6337556;Parada Colectivo;
639;412 MONTES DE OCA, MANUEL AV.;-58,3756348;-34,6333463;Parada Colectivo;
640;1897 RAMALLO;-58,4676184;-34,5404217;Parada Colectivo;
641;251 MONTES DE OCA, MANUEL AV.;-58,376535;-34,6315984;Parada Colectivo;
642;259 MONTES DE OCA, MANUEL AV.;-58,3765243;-34,6316239;Parada Colectivo;
643;273 MONTES DE OCA, MANUEL AV.;-58,376431;-34,631846;Parada Colectivo;
644;2399 RAMALLO;-58,472421;-34,5428225;Parada Colectivo;
645;843 MONTES DE OCA, MANUEL AV.;-58,3748726;-34,6376896;Parada Colectivo;
646;889 MONTES DE OCA, MANUEL AV.;-58,3747178;-34,6384906;Parada Colectivo;
647;897 MONTES DE OCA, MANUEL AV.;-58,3746919;-34,6386388;Parada Colectivo;
648;1121 MONTES DE OCA, MANUEL AV.;-58,374268;-34,6410333;Parada Colectivo;
649;1191 MONTES DE OCA, MANUEL AV.;-58,3740909;-34,6419666;Parada Colectivo;
650;1195 MONTES DE OCA, MANUEL AV.;-58,3740836;-34,6420038;Parada Colectivo;
651;1663 MONTES DE OCA, MANUEL AV.;-58,3733135;-34,6462168;Parada Colectivo;
652;1679 MONTES DE OCA, MANUEL AV.;-58,3732773;-34,6464109;Parada Colectivo;
653;1691 MONTES DE OCA, MANUEL AV.;-58,3732424;-34,6465829;Parada Colectivo;
654;40 MONTES DE OCA, MANUEL AV.;-58,3776089;-34,6289107;Parada Colectivo;
655;30 MONTES DE OCA, MANUEL AV.;-58,3776634;-34,6288225;Parada Colectivo;
656;10 RODRIGUEZ PE�A;-58,3906312;-34,6089009;Parada Colectivo;
657;24 RODRIGUEZ PE�A;-58,3906501;-34,608695;Parada Colectivo;
658;212 RODRIGUEZ PE�A;-58,3907944;-34,6065704;Parada Colectivo;
659;218 RODRIGUEZ PE�A;-58,3907995;-34,6064149;Parada Colectivo;
660;3271 CHICLANA AV.;-58,4106392;-34,6339519;Parada Colectivo;
661;240 RODRIGUEZ PE�A;-58,390805;-34,6062506;Parada Colectivo;
662;3021 CHICLANA AV.;-58,4068037;-34,6307032;Parada Colectivo;
663;3008 CHICLANA AV.;-58,4066545;-34,630711;Parada Colectivo;
664;1712 LA RIOJA;-58,4063081;-34,630575;Parada Colectivo;
665;2979 BRASIL;-58,4056877;-34,6334843;Parada Colectivo;
666;1922 LA RIOJA;-58,4059841;-34,6339012;Parada Colectivo;
667;2162 LA RIOJA;-58,4056081;-34,6366557;Parada Colectivo;
668;2273 24 DE NOVIEMBRE;-58,4091455;-34,6373031;Parada Colectivo;
669;2291 24 DE NOVIEMBRE;-58,4091265;-34,6375286;Parada Colectivo;
670;1065 PARANA;-58,3883324;-34,5962364;Parada Colectivo;
671;3020 BRASIL;-58,4064342;-34,63391;Parada Colectivo;
672;1991 URQUIZA, GRAL.;-58,4079601;-34,6341088;Parada Colectivo;
673;85 PARANA;-58,3876862;-34,608016;Parada Colectivo;
674;42 PARANA;-58,3876494;-34,6085153;Parada Colectivo;
675;2971 CASEROS AV.;-58,4051212;-34,6369431;Parada Colectivo;
676;2967 CASEROS AV.;-58,4049659;-34,6369195;Parada Colectivo;
677;10 URUGUAY;-58,3863195;-34,6086308;Parada Colectivo;
678;34 URUGUAY;-58,3863239;-34,6084783;Parada Colectivo;
679;2921 CASEROS AV.;-58,4042927;-34,6368012;Parada Colectivo;
680;2682 CASEROS AV.;-58,4000903;-34,6361972;Parada Colectivo;
681;2674 CASEROS AV.;-58,3998989;-34,6361625;Parada Colectivo;
682;2648 CASEROS AV.;-58,3997134;-34,6361288;Parada Colectivo;
683;2644 CASEROS AV.;-58,3996209;-34,636112;Parada Colectivo;
684;2612 CASEROS AV.;-58,3991355;-34,6360239;Parada Colectivo;
685;1532 GUIDO;-58,3869668;-34,5925122;Parada Colectivo;
686;2628 CASEROS AV.;-58,3993857;-34,6360694;Parada Colectivo;
687;2575 CASEROS AV.;-58,3986096;-34,6357965;Parada Colectivo;
688;2551 CASEROS AVE;-58,3982605;-34,6357348;Parada Colectivo;
